num,PET,variation,category,orig_text,clean_text,char_count,word_count,edited_text,label
752,siyahi,siyahi,physical/mental attributes,"İkinci Başkan Nazım Torbaoğlu’nun, kişisel dostluklarını da devreye sokarak Milan’ın Ganalı golcüsü Dominic Adiyiah’ın Karşıyaka’ya transferine izin çıkaran Karşıyaka, siyahi futbolcunun yolunu gözlüyor. Kulübü izin verdiği halde, kendisiyle pazarlık masasına oturulamayan Dominice Adiyiah’tan bugüne dek bir haber alınamadı. Etiketler:","i̇kinci başkan nazım torbaoğlu’nun, kişisel dostluklarını da devreye sokarak milan’ın ganalı golcüsü dominic adiyiah’ın karşıyaka’ya transferine izin çıkaran karşıyaka, siyahi futbolcunun yolunu gözlüyor. kulübü izin verdiği halde, kendisiyle pazarlık masasına oturulamayan dominice adiyiah’tan bugüne dek bir haber alınamadı. etiketler:",337,39,"İkinci Başkan Nazım Torbaoğlu’nun, kişisel dostluklarını da devreye sokarak Milan’ın Ganalı golcüsü Dominic Adiyiah’ın Karşıyaka’ya transferine izin çıkaran Karşıyaka, [PET_BOUNDARY]siyahi[PET_BOUNDARY] futbolcunun yolunu gözlüyor. Kulübü izin verdiği halde, kendisiyle pazarlık masasına oturulamayan Dominice Adiyiah’tan bugüne dek bir haber alınamadı. Etiketler:",1
753,siyahi,siyahi,physical/mental attributes,"KÜLTÜR SANAT Barış ve adalet çağrısı yapan parça, dün internet kanalından dinleyicileriyle buluştu. Siyahi Freddie Gray’in gözaltındaki ölümüyle başlayan olaylar, Baltimore’da geniş bir sokak hareketine dönüşmüştü. Prince Baltimore’da bir konser de verecek. Etiketler:","kültür sanat barış ve adalet çağrısı yapan parça, dün internet kanalından dinleyicileriyle buluştu. siyahi freddie gray’in gözaltındaki ölümüyle başlayan olaylar, baltimore’da geniş bir sokak hareketine dönüşmüştü. prince baltimore’da bir konser de verecek. etiketler:",268,33,"KÜLTÜR SANAT Barış ve adalet çağrısı yapan parça, dün internet kanalından dinleyicileriyle buluştu. [PET_BOUNDARY]Siyahi[PET_BOUNDARY] Freddie Gray’in gözaltındaki ölümüyle başlayan olaylar, Baltimore’da geniş bir sokak hareketine dönüşmüştü. Prince Baltimore’da bir konser de verecek. Etiketler:",1
754,siyahi,siyahi,physical/mental attributes,"Amazon’un video sitesinde çizgi film serisi Tom ve Jerry, ""ırkçı önyargı"" ibaresi ile yayınlanıyor. Çizgi filmi seyretmek isteyen birisi siteye girdiğinde, ""Tom ve Jerry filmi, bir zamanlar Amerikan toplumunda sıkça karşılaşılan etnik ve ırkçı önyargılar içerebilir. Bu önyargılar o zaman yanlıştı, şimdi de yanlış"" ibaresiyle karşılaşıyor. Çizgi filmin eski bölümlerinde siyahi bir hizmetçinin yer almasının, verilen uyarı için bir örnek teşkil ettiği belirtiliyor. Etiketler: Amazon","amazon’un video sitesinde çizgi film serisi tom ve jerry, ""ırkçı önyargı"" ibaresi ile yayınlanıyor. çizgi filmi seyretmek isteyen birisi siteye girdiğinde, ""tom ve jerry filmi, bir zamanlar amerikan toplumunda sıkça karşılaşılan etnik ve ırkçı önyargılar içerebilir. bu önyargılar o zaman yanlıştı, şimdi de yanlış"" ibaresiyle karşılaşıyor. çizgi filmin eski bölümlerinde siyahi bir hizmetçinin yer almasının, verilen uyarı için bir örnek teşkil ettiği belirtiliyor. etiketler: amazon",484,65,"Amazon’un video sitesinde çizgi film serisi Tom ve Jerry, ""ırkçı önyargı"" ibaresi ile yayınlanıyor. Çizgi filmi seyretmek isteyen birisi siteye girdiğinde, ""Tom ve Jerry filmi, bir zamanlar Amerikan toplumunda sıkça karşılaşılan etnik ve ırkçı önyargılar içerebilir. Bu önyargılar o zaman yanlıştı, şimdi de yanlış"" ibaresiyle karşılaşıyor. Çizgi filmin eski bölümlerinde [PET_BOUNDARY]siyahi[PET_BOUNDARY] bir hizmetçinin yer almasının, verilen uyarı için bir örnek teşkil ettiği belirtiliyor. Etiketler: Amazon",1
755,siyahi,siyahi,physical/mental attributes,"Naomi Campbell, Vogue dergisinin Brezilya edisyonunun 41’inci yıl dönümü baskısı için kamera karşısına geçti. 45 yaşındaki süper model, fotoğrafçı Zee Nunes’un objektifine 1970’ler ruhunu yansıtan iddialı pozlar verdi. 1989’da derginin Amerikan edisyonuna kapak olan ilk siyahi model unvanlı Campbell, o dönemler dergiye kendisini öneren Anna Wintour hakkında ""Bunun için çok fazla çabaladığını bilmiyordum. Anna, bana çok büyük bir fırsat verdi"" dedi.","naomi campbell, vogue dergisinin brezilya edisyonunun 41’inci yıl dönümü baskısı için kamera karşısına geçti. 45 yaşındaki süper model, fotoğrafçı zee nunes’un objektifine 1970’ler ruhunu yansıtan iddialı pozlar verdi. 1989’da derginin amerikan edisyonuna kapak olan ilk siyahi model unvanlı campbell, o dönemler dergiye kendisini öneren anna wintour hakkında ""bunun için çok fazla çabaladığını bilmiyordum. anna, bana çok büyük bir fırsat verdi"" dedi.",452,61,"Naomi Campbell, Vogue dergisinin Brezilya edisyonunun 41’inci yıl dönümü baskısı için kamera karşısına geçti. 45 yaşındaki süper model, fotoğrafçı Zee Nunes’un objektifine 1970’ler ruhunu yansıtan iddialı pozlar verdi. 1989’da derginin Amerikan edisyonuna kapak olan ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] model unvanlı Campbell, o dönemler dergiye kendisini öneren Anna Wintour hakkında ""Bunun için çok fazla çabaladığını bilmiyordum. Anna, bana çok büyük bir fırsat verdi"" dedi.",1
756,siyahi,siyahi,physical/mental attributes,"DIŞ HABERLER SERVİSİ Kendilerini siyah boyalarla boyayan ve maymun taklidi yaparak fotoğraf çektiren ırkçı polislerin bu tutumu ülkede büyük tepki çekti. Polisler hakkında soruşturma başlatıldığı ve meslekten atılmaya dek varabilecek bir cezayla karşı karşıya oldukları açıklandı. Görüntüler, ülkedeki ırkçılık karşıtı organizasyonların büyük tepkisini çekti. Geçen yıl Fransa ’nın siyahi Adalet Bakanı Christiane Taubira’ya yönelik benzer bir saldırı olmuştu. Etiketler: Paris , Fransa","diş haberler servi̇si̇ kendilerini siyah boyalarla boyayan ve maymun taklidi yaparak fotoğraf çektiren ırkçı polislerin bu tutumu ülkede büyük tepki çekti. polisler hakkında soruşturma başlatıldığı ve meslekten atılmaya dek varabilecek bir cezayla karşı karşıya oldukları açıklandı. görüntüler, ülkedeki ırkçılık karşıtı organizasyonların büyük tepkisini çekti. geçen yıl fransa ’nın siyahi adalet bakanı christiane taubira’ya yönelik benzer bir saldırı olmuştu. etiketler: paris , fransa",488,62,"DIŞ HABERLER SERVİSİ Kendilerini siyah boyalarla boyayan ve maymun taklidi yaparak fotoğraf çektiren ırkçı polislerin bu tutumu ülkede büyük tepki çekti. Polisler hakkında soruşturma başlatıldığı ve meslekten atılmaya dek varabilecek bir cezayla karşı karşıya oldukları açıklandı. Görüntüler, ülkedeki ırkçılık karşıtı organizasyonların büyük tepkisini çekti. Geçen yıl Fransa ’nın [PET_BOUNDARY]siyahi[PET_BOUNDARY] Adalet Bakanı Christiane Taubira’ya yönelik benzer bir saldırı olmuştu. Etiketler: Paris , Fransa",1
757,siyahi,siyahi,physical/mental attributes,"Filmin Britanya ’daki siyahi ailelerin deneyimlerini konu alması bekleniyor. Proje BBC2’nun Emmy ödüllü dramı ""Churcill: Into the Storm""un yapımcısı Rainmark Films tarafından geliştiriliyor. McQueen, kendinin de doğum yeri olan Batı Londra ’da geçeceğini ve siyahi ailelerin hikayelerini 1960’lardan bugüne takip edeceğini açıkladı. Etiketler: Londra , Britanya","filmin britanya ’daki siyahi ailelerin deneyimlerini konu alması bekleniyor. proje bbc2’nun emmy ödüllü dramı ""churcill: into the storm""un yapımcısı rainmark films tarafından geliştiriliyor. mcqueen, kendinin de doğum yeri olan batı londra ’da geçeceğini ve siyahi ailelerin hikayelerini 1960’lardan bugüne takip edeceğini açıkladı. etiketler: londra , britanya",361,46,"Filmin Britanya ’daki [PET_BOUNDARY]siyahi[PET_BOUNDARY] ailelerin deneyimlerini konu alması bekleniyor. Proje BBC2’nun Emmy ödüllü dramı ""Churcill: Into the Storm""un yapımcısı Rainmark Films tarafından geliştiriliyor. McQueen, kendinin de doğum yeri olan Batı Londra ’da geçeceğini ve siyahi ailelerin hikayelerini 1960’lardan bugüne takip edeceğini açıkladı. Etiketler: Londra , Britanya",1
758,siyahi,siyahi,physical/mental attributes,"Siyahi şarkıcılar Jay-Z ve Kanye West’in konser için Paris’te bulundukları sırada Paltrow, Twitter hesabına ""Zenciler Paris’te gerçekten"" yazdı. Ünlü oyuncu ikilinin ünlü ""Zenciler Paris’te"" şarkısına gönderme yapmış olsa da bu tweet siyahilerin tepkisini çekti. Paltrow ırkçılıkla itham edildi. Etiketler:","siyahi şarkıcılar jay-z ve kanye west’in konser için paris’te bulundukları sırada paltrow, twitter hesabına ""zenciler paris’te gerçekten"" yazdı. ünlü oyuncu ikilinin ünlü ""zenciler paris’te"" şarkısına gönderme yapmış olsa da bu tweet siyahilerin tepkisini çekti. paltrow ırkçılıkla itham edildi. etiketler:",306,39,"[PET_BOUNDARY]Siyahi[PET_BOUNDARY] şarkıcılar Jay - Z ve Kanye West’in konser için Paris’te bulundukları sırada Paltrow, Twitter hesabına ""Zenciler Paris’te gerçekten"" yazdı. Ünlü oyuncu ikilinin ünlü ""Zenciler Paris’te"" şarkısına gönderme yapmış olsa da bu tweet siyahilerin tepkisini çekti. Paltrow ırkçılıkla itham edildi. Etiketler:",1
759,siyahi,siyahi,physical/mental attributes,"Douglas, Virginia Beach kentinde aldığı eğitim sırasında takım arkadaşlarından birinin ona ‘köle’ dediğini söyledi. Winfrey’in televizyon programına katılan Douglas, ""Kendimi dışlanmış hissettim. ‘Bunu neden hakediyorum? Siyahi olduğum için mi?’ diye düşündüm"" dedi. Jimnastik salonunun müdürü Gustavo Moure ise Douglas’ın yalan söylediğini iddia etti. Douglas’ın eski koçu Dena Walker da, ""Şoke oldum ve çok üzüldüm"" dedi. Etiketler: haber , haberler , ABD","douglas, virginia beach kentinde aldığı eğitim sırasında takım arkadaşlarından birinin ona ‘köle’ dediğini söyledi. winfrey’in televizyon programına katılan douglas, ""kendimi dışlanmış hissettim. ‘bunu neden hakediyorum? siyahi olduğum için mi?’ diye düşündüm"" dedi. jimnastik salonunun müdürü gustavo moure ise douglas’ın yalan söylediğini iddia etti. douglas’ın eski koçu dena walker da, ""şoke oldum ve çok üzüldüm"" dedi. etiketler: haber , haberler , abd",457,61,"Douglas, Virginia Beach kentinde aldığı eğitim sırasında takım arkadaşlarından birinin ona ‘köle’ dediğini söyledi. Winfrey’in televizyon programına katılan Douglas, ""Kendimi dışlanmış hissettim. ‘Bunu neden hakediyorum? [PET_BOUNDARY]Siyahi[PET_BOUNDARY] olduğum için mi?’ diye düşündüm"" dedi. Jimnastik salonunun müdürü Gustavo Moure ise Douglas’ın yalan söylediğini iddia etti. Douglas’ın eski koçu Dena Walker da, ""Şoke oldum ve çok üzüldüm"" dedi. Etiketler: haber , haberler , ABD",1
760,siyahi,siyahi,physical/mental attributes,"Kansas City’de bilinmeyen bir nedenden dolayı otobüs şoförü ile tartışan bir yolcunun, şoförü dövmesine diğer yolcular engel oldu. Sözlü olarak tartıştığı şoföre vurmaya başlayan şahsa, arka koltukta oturan üç siyahi genç müdahale etti. Gençler tarafından otobüsten dışarı çıkarılan saldırgan, kısa süre sonra olay yerine gelen polis ekipleri tarafından gözaltına alındı. Etiketler: ABD , Şoför , dayak , ABD","kansas city’de bilinmeyen bir nedenden dolayı otobüs şoförü ile tartışan bir yolcunun, şoförü dövmesine diğer yolcular engel oldu. sözlü olarak tartıştığı şoföre vurmaya başlayan şahsa, arka koltukta oturan üç siyahi genç müdahale etti. gençler tarafından otobüsten dışarı çıkarılan saldırgan, kısa süre sonra olay yerine gelen polis ekipleri tarafından gözaltına alındı. etiketler: abd , şoför , dayak , abd",408,58,"Kansas City’de bilinmeyen bir nedenden dolayı otobüs şoförü ile tartışan bir yolcunun, şoförü dövmesine diğer yolcular engel oldu. Sözlü olarak tartıştığı şoföre vurmaya başlayan şahsa, arka koltukta oturan üç [PET_BOUNDARY]siyahi[PET_BOUNDARY] genç müdahale etti. Gençler tarafından otobüsten dışarı çıkarılan saldırgan, kısa süre sonra olay yerine gelen polis ekipleri tarafından gözaltına alındı. Etiketler: ABD , Şoför , dayak , ABD",1
761,siyahi,siyahi,physical/mental attributes,"Asker gibi giyinen, silahlanmış National Socialist Movement adlı hareketin Florida ayağında 10’ar 20’lik yerel ""gönüllüler"" eğitimler düzenleyerek, siyahilerden gelebilecek ırkçı bir ayaklanmaya karşı savunma amacıyla hazırlandıklarını söylüyorlar. ""Yaptıklarımız tamamen Florida kanunlarına uygun"" diyorlar. ABD ’nin Oklahama eyaletinde de üç siyahi öldürüldü, iki siyahi yaralandı. Polis saldırılarda nefret suçundan şüpheleniyor. Etiketler: ABD","asker gibi giyinen, silahlanmış national socialist movement adlı hareketin florida ayağında 10’ar 20’lik yerel ""gönüllüler"" eğitimler düzenleyerek, siyahilerden gelebilecek ırkçı bir ayaklanmaya karşı savunma amacıyla hazırlandıklarını söylüyorlar. ""yaptıklarımız tamamen florida kanunlarına uygun"" diyorlar. abd ’nin oklahama eyaletinde de üç siyahi öldürüldü, iki siyahi yaralandı. polis saldırılarda nefret suçundan şüpheleniyor. etiketler: abd",447,51,"Asker gibi giyinen, silahlanmış National Socialist Movement adlı hareketin Florida ayağında 10’ar 20’lik yerel ""gönüllüler"" eğitimler düzenleyerek, [PET_BOUNDARY]siyahi[PET_BOUNDARY]lerden gelebilecek ırkçı bir ayaklanmaya karşı savunma amacıyla hazırlandıklarını söylüyorlar. ""Yaptıklarımız tamamen Florida kanunlarına uygun"" diyorlar. ABD ’nin Oklahama eyaletinde de üç siyahi öldürüldü, iki siyahi yaralandı. Polis saldırılarda nefret suçundan şüpheleniyor. Etiketler: ABD",1
762,siyahi,siyahi,physical/mental attributes,"Ünlü masal Cinderalla yine bir müzikal ile izleyicilerle buluşacak. Külkedisi’ne bu sefer Amerikalı siyahi şarkıcı, televizyon ve sinema oyuncusu Keke Palmer hayat verecek. İlk siyahi Cinderalla olacak olan Keke Palmer, halihazırda ünlü dizi Masters of Sex’de oynuyor ve haftanın dört günü Just Keke adında gündüz kuşağında yayınlanan bir televizyon şovunu sunuyor. Taraf’ta yer alan habere göre, 21 yaşındaki Palmer, böylelikle gelmiş geçmiş en genç talk show yıldızı olma özelliğini de taşıyor.","ünlü masal cinderalla yine bir müzikal ile izleyicilerle buluşacak. külkedisi’ne bu sefer amerikalı siyahi şarkıcı, televizyon ve sinema oyuncusu keke palmer hayat verecek. i̇lk siyahi cinderalla olacak olan keke palmer, halihazırda ünlü dizi masters of sex’de oynuyor ve haftanın dört günü just keke adında gündüz kuşağında yayınlanan bir televizyon şovunu sunuyor. taraf’ta yer alan habere göre, 21 yaşındaki palmer, böylelikle gelmiş geçmiş en genç talk show yıldızı olma özelliğini de taşıyor.",497,71,"Ünlü masal Cinderalla yine bir müzikal ile izleyicilerle buluşacak. Külkedisi’ne bu sefer Amerikalı [PET_BOUNDARY]siyahi[PET_BOUNDARY] şarkıcı, televizyon ve sinema oyuncusu Keke Palmer hayat verecek. İlk siyahi Cinderalla olacak olan Keke Palmer, halihazırda ünlü dizi Masters of Sex’de oynuyor ve haftanın dört günü Just Keke adında gündüz kuşağında yayınlanan bir televizyon şovunu sunuyor. Taraf’ta yer alan habere göre, 21 yaşındaki Palmer, böylelikle gelmiş geçmiş en genç talk show yıldızı olma özelliğini de taşıyor.",1
763,siyahi,siyahi,physical/mental attributes,"ABD Başkanı Barack Obama, seçim kampanyasında Afrikalı-Amerikalılar için çok büyük tarihi öneme sahip bir koltuğa oturup fotoğraf çektirdi. O koltuk, 1955'te Alabama eyaletinde otobüslerde siyahların beyazlara yer verme zorunluluğuna Rosa Parks adlı siyahi bir kadının isyan edip yerinden kalkmayarak ırk ayrımcılığının kaldırılmasının kıvılcımını çaktığı yerdi. Obama, ""Bir an orada oturdum, Amerikan rüyasına katkıda bulunan bütün o insanları düşündüm"" dedi.","abd başkanı barack obama, seçim kampanyasında afrikalı-amerikalılar için çok büyük tarihi öneme sahip bir koltuğa oturup fotoğraf çektirdi. o koltuk, 1955'te alabama eyaletinde otobüslerde siyahların beyazlara yer verme zorunluluğuna rosa parks adlı siyahi bir kadının isyan edip yerinden kalkmayarak ırk ayrımcılığının kaldırılmasının kıvılcımını çaktığı yerdi. obama, ""bir an orada oturdum, amerikan rüyasına katkıda bulunan bütün o insanları düşündüm"" dedi.",460,59,"ABD Başkanı Barack Obama, seçim kampanyasında Afrikalı - Amerikalılar için çok büyük tarihi öneme sahip bir koltuğa oturup fotoğraf çektirdi. O koltuk, 1955'te Alabama eyaletinde otobüslerde siyahların beyazlara yer verme zorunluluğuna Rosa Parks adlı [PET_BOUNDARY]siyahi[PET_BOUNDARY] bir kadının isyan edip yerinden kalkmayarak ırk ayrımcılığının kaldırılmasının kıvılcımını çaktığı yerdi. Obama, ""Bir an orada oturdum, Amerikan rüyasına katkıda bulunan bütün o insanları düşündüm"" dedi.",1
